tbl_CallerDistGroupISP(tbl_CallerDistGroupISP)

Export Time:2018/06/03 11:13:26

ID,Discrimination group number,Caller number,Address nature,Phone number type,Function code,Call source code change flag,Charging source code change flag,Barring group number change flag,Peru user flag,Peru user state,Peru user sub state,Minimum length,Maximum length,Call source code,Charging source code,Barring group number,Caller category,Caller number change index,generic number change index,redirect number change index,original called number change index,Codec list,Caller toll call password,User Type,Hairpinning Mode,Preselect Policy Code,Original function code,Barring indication,Is or not Different Carrier,Change multi number,Set CLIR,Reserved,is wslst or not,Cause Value,Status
1013,977,2205910,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1014,977,2205911,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1015,977,2205912,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1016,977,2205913,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1017,977,2205914,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1018,902,223055,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1019,903,223055,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1020,778,2231460,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1021,778,2231461,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1022,778,2231462,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1023,778,2231463,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1024,778,2231464,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1025,779,2231460,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1026,779,2231461,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1027,779,2231462,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1028,779,2231463,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1029,779,2231464,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1030,726,223143,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1031,726,223144,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1032,726,223145,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1033,727,223143,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1034,727,223144,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1035,727,223145,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1036,784,2231485,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1037,784,2231486,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1038,784,2231487,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1039,784,2231488,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1040,700,223005,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1041,701,223005,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1042,780,223147,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1043,780,2231480,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1044,780,2231481,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1045,780,2231482,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1046,780,2231483,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1047,780,2231484,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1048,781,223147,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1049,781,2231480,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1050,781,2231481,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1051,781,2231482,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1052,781,2231483,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1053,781,2231484,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1054,994,2231350,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1055,994,2231351,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1056,994,2231352,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1057,994,2231353,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1058,994,2231354,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1059,995,2231350,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1060,995,2231351,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1061,995,2231352,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1062,995,2231353,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1063,995,2231354,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1064,776,2231045,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1065,776,2231046,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1066,776,2231047,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1067,776,2231048,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1068,776,2231049,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1069,777,2231045,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1070,777,2231046,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1071,777,2231047,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1072,777,2231048,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1073,777,2231049,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1074,611,223149,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1075,612,223149,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1076,649,223141,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1077,650,223141,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1078,764,2231355,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1079,764,2231356,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1080,764,2231357,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1081,764,2231358,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1082,764,2231359,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1083,765,2231355,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1084,765,2231356,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1085,765,2231357,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1086,765,2231358,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1087,765,2231359,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1088,782,2235010,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1089,782,2235011,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1090,782,2235012,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1091,782,2235013,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1092,782,2235014,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1093,783,2235010,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1094,783,2235011,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1095,783,2235012,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1096,783,2235013,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1097,783,2235014,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1098,601,2235000,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1099,601,2235001,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1100,601,2235002,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1101,601,2235003,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1102,601,2235004,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1103,602,2235000,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1104,602,2235001,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1105,602,2235002,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1106,602,2235003,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1107,602,2235004,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1108,784,2231489,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1109,785,2231485,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1110,785,2231486,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1111,785,2231487,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
